2019-05-28T16:37:29.422+03:00 1 FIFO
2019-05-28T16:39:26.546+03:00 1 FIFO
2019-05-28T16:40:11.044+03:00 2 FIFO
2019-05-28T16:41:50.530+03:00 3 FIFO
2019-05-28T16:43:37.810+03:00 3 FAIR
2019-05-28T16:44:03.324+03:00 3 FAIR
2019-05-28T16:44:56.443+03:00 3 FAIR
