2019-05-28T17:21:52.769+03:00 1 1
1559053320109, 1559053321149, 1040
1559053321041, 1559053321149, 108
1559053322065, 1559053322089, 24
1559053323033, 1559053323060, 27
1559053324029, 1559053324053, 24
1559053325052, 1559053325073, 21
1559053326031, 1559053326055, 24
1559053327028, 1559053327052, 24
1559053328045, 1559053328061, 16
1559053329029, 1559053329050, 21
1559053330024, 1559053330044, 20
1559053331024, 1559053331040, 16
1559053332024, 1559053332042, 18
1559053333022, 1559053333042, 20
1559053334030, 1559053334046, 16
1559053335023, 1559053335042, 19
1559053336025, 1559053336043, 18
1559053337027, 1559053337043, 16
1559053338028, 1559053338046, 18
1559053339026, 1559053339048, 22
1559053340025, 1559053340042, 17
1559053341064, 1559053341078, 14
1559053342022, 1559053342039, 17
1559053343047, 1559053343064, 17
1559053344049, 1559053344076, 27
1559053345045, 1559053345061, 16
1559053346040, 1559053346054, 14
1559053347045, 1559053347062, 17
1559053348043, 1559053348058, 15
1559053349050, 1559053349070, 20
1559053350040, 1559053350054, 14
1559053351045, 1559053351077, 32
2019-05-28T17:24:22.026+03:00 1 2
1559053470091, 1559053471133, 1042
1559053471034, 1559053471133, 99
1559053472064, 1559053472087, 23
1559053473033, 1559053473065, 32
1559053474033, 1559053474058, 25
1559053475034, 1559053475052, 18
1559053476028, 1559053476058, 30
1559053477028, 1559053477058, 30
1559053478040, 1559053478059, 19
1559053479029, 1559053479050, 21
1559053480027, 1559053480046, 19
1559053481027, 1559053481045, 18
1559053482028, 1559053482050, 22
1559053483026, 1559053483044, 18
1559053484026, 1559053484041, 15
1559053485027, 1559053485045, 18
1559053486024, 1559053486043, 19
1559053487024, 1559053487046, 22
1559053488027, 1559053488048, 21
1559053489025, 1559053489045, 20
1559053490027, 1559053490044, 17
1559053491025, 1559053491049, 24
1559053492021, 1559053492037, 16
1559053493021, 1559053493036, 15
1559053494041, 1559053494059, 18
1559053495018, 1559053495032, 14
1559053496044, 1559053496058, 14
1559053497020, 1559053497035, 15
1559053498023, 1559053498042, 19
1559053499020, 1559053499033, 13
1559053500022, 1559053500037, 15
1559053501022, 1559053501038, 16
1559053502020, 1559053502033, 13
1559053503019, 1559053503034, 15
1559053504021, 1559053504036, 15
1559053505019, 1559053505033, 14
1559053506029, 1559053506047, 18
1559053507021, 1559053507036, 15
1559053508023, 1559053508037, 14
1559053509020, 1559053509034, 14
1559053510018, 1559053510032, 14
1559053511020, 1559053511033, 13
1559053512019, 1559053512034, 15
1559053513019, 1559053513033, 14
1559053514018, 1559053514032, 14
1559053515019, 1559053515034, 15
1559053516020, 1559053516033, 13
1559053517022, 1559053517035, 13
2019-05-28T17:25:56.565+03:00 1 3
1559053569060, 1559053569189, 129
1559053568102, 1559053569189, 1087
1559053570034, 1559053570072, 38
1559053571039, 1559053571066, 27
1559053572033, 1559053572050, 17
1559053573038, 1559053573069, 31
1559053574033, 1559053574060, 27
1559053575029, 1559053575047, 18
1559053576030, 1559053576053, 23
1559053577027, 1559053577048, 21
1559053578028, 1559053578045, 17
1559053579031, 1559053579054, 23
1559053580024, 1559053580043, 19
1559053581024, 1559053581043, 19
1559053582029, 1559053582054, 25
1559053583029, 1559053583050, 21
1559053584032, 1559053584051, 19
1559053585032, 1559053585061, 29
1559053586027, 1559053586044, 17
1559053587051, 1559053587068, 17
1559053588045, 1559053588061, 16
1559053589021, 1559053589037, 16
1559053590021, 1559053590035, 14
1559053591023, 1559053591041, 18
1559053592021, 1559053592039, 18
1559053593023, 1559053593039, 16
1559053594021, 1559053594036, 15
1559053595038, 1559053595069, 31
